entry_id,jlpt_level,surface,reading,tier,common,freq_rank,match,misc_tags,collision,gloss
1673240,4,"無道","むどう",B-review,false,,kana-expr,"",0,"inhuman; immoral; unreasonable"
1675160,2,"攻め手","せめて",B-review,false,,kana-expr,"",0,"offense; offence; method of attack"
1676080,1,"空き間","あきま",A-remove,false,,kanji,"dated",1,"vacancy; room for rent or lease | gap (between two objects); opening; space"
1682400,1,"金棒","かなぼう",A-remove,false,,kanji,"",1,"metal rod; metal bar; iron rod | iron club; iron staff with rings on top (traditionally used by night watchmen)"
1694240,3,"御言","みこと",A-remove,false,,kanji,"hon",1,"the spoken words of the emperor or a noble"
1695530,1,"中子","なかご",A-remove,false,,kanji,"",1,"core | tang (of a sword, etc.)"
1702340,3,"土産","どさん",A-remove,false,,kanji,"",1,"product of the land | present; souvenir"
1715690,4,"見物","みもの",A-remove,false,,kanji,"",1,"sight; attraction; spectacle"
1717240,4,"滔々","とうとう",B-review,false,,kana-expr,"uk",0,"torrentially; swiftly flowing (water, esp. river); voluminously flowing | (speak) eloquently; fluently; spout forth (a t"
1721230,1,"最中","もなか",A-remove,false,,kanji,"poet",1,"wafer cake filled with bean jam | (in) the middle of; (in) the midst of; (in) the course of"
1727890,1,"一見","いちげん",A-remove,false,,kanji,"",1,"first visit to inn, restaurant, etc. without an introduction"
1744100,1,"小柄","こづか",A-remove,false,,kanji,"",1,"knife attached to the sheath of a sword"
1757170,4,"安心","あんじん",A-remove,false,,kanji,"",1,"obtaining peace of mind through faith or ascetic practice"
1763590,2,"地味","ちみ",A-remove,false,,kanji,"",1,"soil fertility; soil quality; productivity of the soil"
1773770,1,"つり革","つりかわ",B-review,false,,kanji,"",0,"strap (to hang onto); hanging strap"
1774480,4,"蕩々","とうとう",B-review,false,,kana-expr,"",0,"vast; calm"
1774770,5,"から傘","からかさ",A-remove,false,,kanji,"",1,"paper umbrella; bamboo-and-oiled-paper umbrella"
1779480,1,"鉄片","てっぺん",B-review,false,,kana-expr,"",0,"iron scraps"
1785170,5,"大人","たいじん",A-remove,false,,kanji,"",1,"person of virtue; great person; magnanimous person | giant"
1785780,3,"大君","おおきみ",A-remove,false,,kanji,"hon/arch",1,"emperor | prince; princess"
1786390,1,"大家","たいけ",A-remove,false,,kanji,"",1,"rich family; distinguished family"
1790980,3,"気味","ぎみ",C-collision-but-established,true,,kanji,"",1,"-like; -looking; -looked"
1791040,1,"気っ風","きっぷ",A-remove,false,,kanji,"uk",1,"character; disposition; spirit"
1793930,1,"芯地","しんじ",A-remove,false,,kanji,"",1,"padding; lining; foundation"
1794390,3,"様様","さまさま",A-remove,false,,kanji,"",1,"our gracious (e.g. Queen); honorific that attaches to name of a person or thing that has bestowed grace or favour upon y"
1794470,2,"洋品店","ようひんてん",B-review,false,,kanji,"",0,"shop that handles Western-style apparel and accessories"
1799670,2,"豪儀","ごうぎ",A-remove,false,,kanji,"arch",1,"great; grand | obstinate; stubborn"
1829780,1,"生き死に","いきしに",A-remove,false,,kanji,"",1,"life and death; life or death"
1830690,1,"生贄","いけにえ",A-remove,false,,kanji,"",1,"(living) sacrifice | victim; scapegoat"
1841790,3,"柏手","かしわで",A-remove,false,,kanji,"",1,"clapping one's hands in prayer (at a shrine)"
1850040,2,"差し挟む","さしはさむ",A-remove,false,,kanji,"",1,"to insert | to interrupt; to slip in a word"
1888910,2,"先々週","せんせんしゅう",B-review,false,,kanji,"",0,"week before last"
1895580,4,"堅","けん",A-remove,false,,kanji,"rare",0,"strength; solidity; firmness | armour; armor"
1910260,2,"店屋","みせや",B-review,false,,kanji,"",0,"store; shop"
1912250,5,"蒙","もう",B-review,false,,kana-expr,"abbr",0,"ignorance | covering; concealing"
1921990,3,"玉","ぎょく",A-remove,false,,kanji,"abbr",1,"precious stone (esp. jade) | egg (esp. as a sushi topping)"
1922790,1,"縁","よすが",A-remove,false,,kanji,"form/uk",1,"something to rely on; aid; clue | someone to rely on; relative"
1955390,5,"呱々","ここ",B-review,false,,kana-expr,"",0,"cry of a baby at birth"
1955670,3,"縒り","より",B-review,false,,kana-expr,"",0,"twist; ply"
1956100,3,"極","きょく",A-remove,false,,kanji,"",1,"pole | climax; extreme; extremity"
1956130,3,"躯","むくろ",C-collision-but-established,false,37,kanji,"",1,"(dead) body; corpse"
1956270,3,"壕","ごう",C-collision-but-established,true,23,kanji,"",1,"moat; fosse; trench | underground air-raid shelter; dugout"
1956610,3,"隊","たい",B-review,false,,kanji,"",0,"party; group; crew | company (of troops); corps; unit"
1957010,3,"紋","もん",C-collision-but-established,true,23,kanji,"",1,"(family) crest; coat of arms | pattern; figure"
1957130,4,"暈","かさ",B-review,false,,kana-expr,"",0,"halo (around the Sun, Moon, etc.); ring; corona"
1979930,3,"お互い","おたがい",B-review,false,,kanji,"pol",0,"each other; one another"
1981450,3,"あんなに","あんなに",B-review,false,,kana-expr,"",0,"to that extent; to that degree; so much"
1982610,1,"摩する","まする",B-review,false,,kanji,"",0,"to rub; to scrub; to scrape | to draw near; to press"
1983710,2,"存ずる","ぞんずる",B-review,false,,kanji,"hum",0,"to know; to be aware (of); to be acquainted (with) | to think; to consider; to believe"
1983730,2,"茶色い","ちゃいろい",B-review,false,,kanji,"",0,"light brown; tawny"
1983740,2,"通ずる","つうずる",B-review,false,,kanji,"",0,"to be open (to traffic); to lead to; to communicate (with) | to flow (liquid, current); to pass; to get through to"
1983750,2,"破く","やぶく",B-review,false,,kanji,"",0,"to tear; to rip"
1983760,2,"バイバイ","バイバイ",B-review,false,,kana-expr,"",0,"bye-bye; goodbye | saying goodbye; parting"
1983990,1,"須恵器","すえき",A-remove,false,,kanji,"",1,"Sue ware (type of unglazed pottery made from the middle of the Kofun era through the Heian era)"
1984310,4,"荒む","すさむ",A-remove,false,,kanji,"",1,"to grow wild; to run to waste; to become degenerate | to become rough (of art, craft, etc.); to lose refinement; to dete"
1992130,1,"源","げん",A-remove,false,,kanji,"",1,"source; origin"
1994890,4,"首","しゅ",A-remove,false,,kanji,"",1,"counter for songs and poems"
2006580,4,"気","げ",A-remove,false,,kanji,"uk",1,"seeming; giving the appearance of; giving one the feeling of"
2007210,1,"有り触れる","ありふれる",B-review,false,,kana-expr,"uk",0,"to be common"
2007420,2,"うんと","うんと",B-review,false,,kana-expr,"on-mim/arch",0,"a great deal; very much; a lot | with a great amount of effort"
2008040,2,"斯うして","こうして",B-review,false,,kana-expr,"uk",0,"thus; in this way"
2008780,1,"違える","たがえる",A-remove,false,,kanji,"",1,"to change; to alter | to run counter to; to go against; to break (one's word)"
2010020,1,"捩れる","よじれる",A-remove,false,,kanji,"uk",1,"to be twisted"
2011110,5,"殺る","やる",B-review,false,,kana-expr,"col",0,"to do someone in; to bump someone off"
2014380,3,"密","みつ",B-review,false,,kanji,"abbr",0,"dense; thick; crowded | close (relationship); intimate"
2014390,1,"街々","まちまち",B-review,false,,kana-expr,"",0,"streets"
2015370,5,"儂","わし",A-remove,false,,kanji,"uk/male",1,"I; me"
2015610,4,"もう直ぐ","もうすぐ",B-review,false,,kana-expr,"uk",0,"soon; shortly; before long"
2016150,4,"滑る","ぬめる",A-remove,false,,kanji,"uk/arch",1,"to be slippery; to be slimy | to behave charmingly; to walk merrily"
2016470,3,"勝ち","がち",A-remove,false,,kanji,"uk",1,"apt to (do); liable to; prone to | predominantly; mostly; having lots of"
2017460,4,"場合","ばやい",A-remove,false,,kanji,"col/uk",1,"case; occasion; situation"
2017840,4,"鑑","かがみ",A-remove,false,,kanji,"",1,"model; pattern; paragon"
2019640,1,"杯","はい",A-remove,false,,kanji,"",1,"sake cup; cup for alcoholic beverages | counter for cupfuls, bowlfuls, spoonfuls, etc."
2020300,1,"強","きょう",B-review,false,,kanji,"",0,"a little over; a little more than | strength; the strong"
2021500,5,"目","もく",A-remove,false,,kanji,"",1,"order | item (of a budget revision, etc.)"
2024490,3,"飯","まんま",A-remove,false,,kanji,"chn/uk/dated",1,"food | cooked rice"
2029540,3,"螯","はさみ",B-review,false,,kana-expr,"uk",0,"pincers (of a crab, scorpion, etc.); claws; forceps"
2034990,3,"綾","あや",A-remove,false,,kanji,"uk/abbr",1,"figure; design | twill weave; pattern of diagonal stripes"
2035280,1,"言いつけ","いいつけ",A-remove,false,,kanji,"",1,"order; command; directions"
2036160,3,"初","ウブ",A-remove,false,,kanji,"uk",1,"inexperienced (in life experience); unsophisticated; green | inexperienced (in love); innocent; naive"
2036320,3,"虚","うろ",A-remove,false,,kanji,"",1,"hollow; cavity; hole"
2037020,3,"温める","ぬるめる",A-remove,false,,kanji,"uk",1,"to cool (water) down; to make less hot (e.g. by adding cold water)"
2037710,3,"苦","く",B-review,false,,kanji,"",0,"pain; anguish; suffering | duhkha (suffering)"
2038080,3,"振る","ぶる",A-remove,false,,kanji,"uk/col",1,"to assume an air of ...; to act ...; to affect ... | to put on airs; to be self-important"
2055520,2,"それなのに","それなのに",B-review,false,,kana-expr,"",0,"and yet; despite this; but even so"
2055600,4,"僕","やつがれ",A-remove,false,,kanji,"arch/hum",1,"I; me"
2056520,4,"見える","まみえる",A-remove,false,,kanji,"hum",1,"to have an audience; to meet; to see | to face (an enemy); to confront"
2056700,3,"異","い",B-review,false,,kanji,"",0,"difference (of opinion) | strange; odd; unusual"
2057030,3,"訳","やく",A-remove,false,,kanji,"",1,"translation; version (e.g. ""English version"")"
2061060,4,"畳","たとう",A-remove,false,,kanji,"abbr",1,"folding paper-case; kimono wrapping paper"
2062260,1,"小柄","しょうへい",A-remove,false,,kanji,"",1,"sterigma"
2063110,1,"ぶち開ける","ぶちあける",A-remove,false,,kanji,"rare",1,"to forcefully open up (a hole; in a wall, etc.) | to speak frankly; to open one's heart"
2064170,5,"翌","よく",B-review,false,,kana-expr,"",0,"the following; next"
2065280,3,"人間","じんかん",A-remove,false,,kanji,"",1,"the world"
2067900,3,"間","かん",C-collision-but-established,true,,kanji,"",1,"interval; period of time | among; between; inter-"
2068070,4,"形","かた",A-remove,false,,kanji,"",1,"shape; form; style | security; collateral"
2068840,3,"偶","たま",A-remove,false,,kanji,"uk",1,"occasional; infrequent; rare"
2072450,3,"粉","デシメートル",A-remove,false,,kanji,"uk",1,"decimetre; decimeter"
2074820,3,"空","くう",A-remove,false,,kanji,"abbr",1,"empty air; sky | shunyata (the lack of an immutable intrinsic nature within any phenomenon); emptiness"
2076580,5,"斯かる","かかる",B-review,false,,kana-expr,"uk",0,"such; like this"
2076920,2,"手前","てめえ",A-remove,false,,kanji,"uk/derog/male",1,"you | I; me; oneself"
2077340,3,"御目出糖","おめでとう",B-review,false,,kana-expr,"",0,"Japanese sweets made with glutinous rice and azuki bean paste"
2078590,3,"軒","けん",A-remove,false,,kanji,"",1,"counter for buildings (esp. houses) | suffix for a pen name, stage name, etc."
2079310,5,"私","あっし",A-remove,false,,kanji,"",1,"I; me"
2080200,3,"下","げ",A-remove,false,,kanji,"",1,"lowness (of degree, value, etc.); inferiority | second volume (of two); third volume (of three)"
2080210,3,"下","しも",A-remove,false,,kanji,"",1,"lower reaches (of a river) | bottom; lower part"
2080220,3,"近しい","ちかしい",A-remove,false,,kanji,"",1,"intimate; close"
2080360,1,"己","おら",A-remove,false,,kanji,"male/arch",1,"I; me"
2080710,4,"枝","し",A-remove,false,,kanji,"",1,"counter for long, thin things (i.e. swords)"
2081070,3,"寄り","より",B-review,false,,kana-expr,"",0,"pushing back one's opponent while locked in close quarters | having a tendency towards; being close to"
2081180,3,"意","い",B-review,false,,kanji,"",0,"feelings; thoughts | meaning"
2081490,5,"猛","もう",B-review,false,,kana-expr,"",0,"greatly energetic | ferocious"
2081570,3,"税","ぜい",B-review,false,,kanji,"",0,"tax"
2081610,5,"立て","たて",B-review,false,,kana-expr,"uk",0,"central; main; leading | just (done)"
2082160,5,"屋","や",A-remove,false,,kanji,"",1,"shop; store; restaurant | someone who sells (something) or works as (something)"
2083100,3,"日","にち",C-collision-but-established,true,,kanji,"abbr",1,"Sunday | nth day (of the month)"
2083110,3,"日","か",A-remove,false,,kanji,"",1,"day of month | counter for days"
2083570,3,"中","じゅう",C-collision-but-established,true,,kanji,"",1,"(all) through (e.g. the night); throughout (e.g. the year); all ... long | within (e.g. the week); in the course of (e.g"
2083950,5,"脚","きゃく",A-remove,false,,kanji,"",1,"counter for chairs or seats | foot; leg"
2084840,5,"年","ねん",C-collision-but-established,true,,kanji,"abbr",1,"year | counter for years (e.g. of an era), grades (e.g. school)"
2085390,3,"缶","かま",A-remove,false,,kanji,"",1,"boiler"
2085520,3,"床","しょう",A-remove,false,,kanji,"",1,"counter for beds"
2085690,5,"山","さん",A-remove,false,,kanji,"",1,"Mt.; Mount | temple"
2085750,4,"港","こう",A-remove,false,,kanji,"",1,"harbour"
2085760,4,"島","とう",A-remove,false,,kanji,"",1,"Island | insula; island; islet"
2085820,3,"妓夫","ぎゅう",A-remove,false,,kanji,"",1,"pimp; brothel tout"
2085880,2,"斜","はす",A-remove,false,,kanji,"",1,"diagonal"
2086270,1,"擦る","なする",A-remove,false,,kanji,"uk",1,"to rub in; to smear on; to spread on | to lay the blame on"
2086380,2,"襖","あお",A-remove,false,,kanji,"arch",1,"everyday garment worn by men in ancient Japan"
2087210,3,"件","くだり",A-remove,false,,kanji,"uk",1,"passage; paragraph"
2087680,5,"強い","こわい",A-remove,false,,kanji,"uk",1,"tough; stiff; hard | inflexible; obstinate; stubborn"
2087990,4,"湖","こ",A-remove,false,,kanji,"",1,"lake (in place names)"
2088010,3,"城","じょう",A-remove,false,,kanji,"rare",1,"castle (in place names) | castle; fortress"
2088240,3,"生","せい",A-remove,false,,kanji,"male/hum/abbr",1,"life; living | I; me; myself"
2089650,1,"奴","め",A-remove,false,,kanji,"uk/derog/hum",1,"damn; bastard | humble"
2090240,4,"安和","あんな",A-remove,false,,kana-expr,"hist",0,"Anna era (968.8.13-970.3.25); Anwa era"
2090390,1,"治安","じあん",A-remove,false,,kanji,"",1,"Jian era (1021.2.2-1024.7.13)"
2092600,4,"生産","せいざん",A-remove,false,,kanji,"",1,"live birth"
2095920,5,"物","ぶつ",A-remove,false,,kanji,"uk/sl",1,"stock; products | goods (esp. stolen); loot; spoils"
2096480,3,"辛い","づらい",A-remove,false,,kanji,"uk",1,"difficult to ... (physically or emotionally); hard to ..."
2097830,5,"色","しょく",A-remove,false,,kanji,"",1,"counter for colours"
2100460,5,"話","わ",A-remove,false,,kanji,"",1,"counter for stories, episodes of TV series, etc."
2100600,5,"尾ける","つける",B-review,false,,kana-expr,"",0,"to follow (someone); to shadow; to tail"
2100980,4,"星","せい",A-remove,false,,kanji,"abbr",1,"Chinese ""star"" constellation (one of the 28 mansions) | Singapore"
2101970,2,"殻","がら",A-remove,false,,kanji,"uk",1,"chicken bones (e.g. for soup); chicken carcass | poor-quality coke (coal)"
2106790,4,"過ぎる","よぎる",A-remove,false,,kanji,"uk",1,"to go by; to cross; to pass by"
2109010,1,"器","き",A-remove,false,,kanji,"",1,"device; instrument | vessel; container"
2109290,5,"違う","たがう",A-remove,false,,kanji,"",1,"to differ; to be different | to run counter to"
2112720,4,"字","あざな",A-remove,false,,kanji,"",1,"Chinese courtesy name (name formerly given to adult Chinese men, used in place of their given name in formal situations)"
2127920,4,"毛","もう",A-remove,false,,kanji,"",1,"one-thousandth; 0.03 mm (one-thousandth of a sun); 0.01 percent (one-thousandth of a wari) | old monetary unit (0.0001 y"
2127930,4,"糸","し",A-remove,false,,kanji,"",1,"thread | 0.0001; one ten-thousandth"
2137050,3,"柵","しがらみ",A-remove,false,,kanji,"uk",1,"weir | bonds; fetters; ties of obligation"
2138260,5,"なる","なる",B-review,false,,kana-expr,"arch/sl/abbr",0,"that is in | who is called; that is called"
2138450,4,"形","なり",A-remove,false,,kanji,"uk",1,"style; way; shape"
2139850,4,"腕","かいな",A-remove,false,,kanji,"dated",1,"arm | upper arm"
2141870,3,"元","げん",A-remove,false,,kanji,"hist",1,"unknown (e.g. in an equation) | element (of a set)"
2141990,1,"西日","せいにち",A-remove,false,,kanji,"",1,"Spanish-Japanese (dictionary, translation, etc.)"
2145190,3,"文","もん",A-remove,false,,kanji,"hist/abbr",1,"mon; one-thousandth of a kan (unit of currency 1336-1870) | mon; traditional unit used for shoe and sock sizes (approx. "
2145240,3,"注ぐ","つぐ",C-collision-but-established,true,,kanji,"uk",1,"to pour (into a vessel); to fill (a cup, bowl, etc.) with; to dish out (food or drink)"
2145400,1,"丈","じょう",A-remove,false,,kanji,"hon",1,"3.03 meters (ten shaku) | length; measure"
2145410,3,"間","けん",A-remove,false,,kanji,"",1,"ken (6 shaku, approx. 1.818 m) | counter used to number the gaps between pillars"
2146440,5,"好き","ずき",A-remove,false,,kanji,"",1,"love of; affection for; enthusiast for | being attractive to; being liked by"
2146450,3,"好み","ごのみ",A-remove,false,,kanji,"",1,"liking for; taste for; fondness for | to the liking of; favored by; popular with"
2147630,3,"後","ご",C-collision-but-established,true,,kanji,"",1,"after"
2147990,5,"背","せ",C-collision-but-established,true,,kanji,"",1,"back | reverse; rear side; back (e.g. of a chair)"
2149180,2,"行ってまいります","いってまいります",B-review,false,,kana-expr,"pol",0,"good bye; I'm off; see you later"
2150240,2,"行き方","ゆきがた",A-remove,false,,kanji,"dated",1,"(one's) whereabouts"
2151440,5,"橋","きょう",A-remove,false,,kanji,"",1,"pons; pons Varolii"
2153740,4,"月","げつ",A-remove,false,,kanji,"abbr",1,"Monday"
2153760,3,"者","しゃ",A-remove,false,,kanji,"abbr/arch",1,"person; -er | expert; geisha; prostitute"
2153780,5,"水","すい",A-remove,false,,kanji,"abbr",1,"Wednesday | shaved ice (served with flavored syrup)"
2153790,3,"名","めい",A-remove,false,,kanji,"hon/abbr",1,"counter for people (usu. seating, reservations and such) | first name"
2153960,1,"人気","じんき",A-remove,false,,kanji,"",1,"prevailing mood of a locality; emotional climate of a district"
2158900,5,"道","どう",A-remove,false,,kanji,"abbr/hist",1,"road; path; street | way; set of practices; rules for conducting oneself"
2159100,3,"下","か",A-remove,false,,kanji,"",1,"under (influence, control, conditions, etc. of); during (war, occupation, etc.)"
2159590,3,"針孔","めど",A-remove,false,,kanji,"",1,"eye of a needle | hole"
2167510,2,"お気の毒に","おきのどくに",B-review,false,,kanji,"",0,"my sympathies; that's too bad; my condolences"
2173750,1,"Ν","ニュー",B-review,false,,kana-expr,"",0,"nu"
2177300,1,"魂","こん",A-remove,false,,kanji,"",1,"Yang energy; spirit"
2178780,2,"下水","したみず",A-remove,false,,kanji,"",1,"water flowing underneath; one's true feelings | kanji ""water"" radical at bottom (radical 85)"
2179040,3,"混じる","こんじる",B-review,false,,kanji,"",0,"to be mixed in with; to blend with"
2179090,3,"しばしば","しばしば",B-review,false,,kana-expr,"on-mim",0,"(blinking) repeatedly"
2179140,2,"綱","こう",A-remove,false,,kanji,"",1,"class"
2179300,3,"弾","だん",A-remove,false,,kanji,"",1,"counter for parts, stages, installments, etc. (of a story, series, project, campaign, etc.) | counter for bullets"
2180930,3,"缶","ほとぎ",A-remove,false,,kanji,"",1,"fat-bodied, small-mouthed earthenware jar for carrying water | water vessel used for a baby's first bath"
2182230,3,"作り皮","つくりかわ",A-remove,false,,kanji,"",1,"leather; tanned animal hide | kanji ""leather"" radical (radical 177)"
2182840,3,"基","き",A-remove,false,,kanji,"",1,"group | (free) radical"
2182870,3,"根","こん",A-remove,false,,kanji,"",1,"stick-to-itiveness; perseverance; persistence | radical (esp. one that tends to ionize easily)"
2187150,3,"声明","しょうみょう",A-remove,false,,kanji,"",1,"sabdavidya (ancient Indian linguistic and grammatical studies) | chanting of Buddhist hymns (usu. in Sanskrit or Chinese"
2187200,4,"事","じ",A-remove,false,,kanji,"",1,"individual concrete phenomenon (as opposed to a general principle)"
2187220,3,"浮屠","ふと",B-review,false,,kana-expr,"",0,"Buddha | stupa"
2188520,1,"値","ち",A-remove,false,,kanji,"",1,"level; value"
2189230,5,"ＰＥＴ","ペット",B-review,false,,kana-expr,"",0,"polyethylene terephthalate; PET | positron emission tomography; PET"
2194390,4,"不道","ふどう",A-remove,false,,kana-expr,"arch",0,"inhuman; immoral; unreasonable | barbarity (one of the eight unpardonable crimes, incl. killing three people in one fami"
2195100,1,"洋灯","ようとう",B-review,false,,kana-expr,"",0,"lamp"
2197150,2,"ｘ","ばつ",B-review,false,,kana-reading,"uk/sl",0,"x (mark); cross | MDMA; ecstasy; molly"
2200990,5,"兄","けい",A-remove,false,,kanji,"fam/hon/male",1,"you | Mr; Mister"
2202350,2,"餡餅","あんもち",A-remove,false,,kanji,"fem",1,"mochi rice cake with red bean jam filling; mochi rice cake covered in red bean jam | mochi rice cake"
2203180,1,"獣","しし",A-remove,false,,kanji,"arch/abbr",1,"beast (esp. one used for its meat, such as a boar or a deer) | hunting (of animals such as boar, deer, etc.)"
2205770,3,"世","せい",A-remove,false,,kanji,"",1,"counter for generations | epoch"
2206880,3,"すじ肉","すじにく",A-remove,false,,kanji,"",1,"sinewy meat"
2213020,2,"実物","みもの",A-remove,false,,kanji,"",1,"ornamental plant used primarily for the visual effect of its fruit"
2215030,1,"壺","こ",A-remove,false,,kanji,"",1,"hu (ancient Chinese vessel shaped like a vase, usually used to store alcohol)"
2215690,1,"苗","ミャオ",A-remove,false,,kanji,"",1,"Miao (people); Hmong"
2216120,5,"これ","これ",B-review,false,,kana-expr,"",0,"hey; oi; come on"
2216210,5,"それ","それ",B-review,false,,kana-expr,"",0,"there!; look! | go on!; right!; here goes!"
2216440,4,"子","し",A-remove,false,,kanji,"hon/arch",1,"child (esp. a boy) | viscount"
2216570,1,"実","さね",A-remove,false,,kanji,"arch",1,"seed (of a fruit); pit; pip | tongue (projecting strip on a board that fits into a groove on another board)"
2216580,1,"正身","そうじみ",A-remove,false,,kanji,"arch",1,"the real person; said person | real thing; genuine article"
2219050,4,"為","す",A-remove,false,,kanji,"uk",1,"to do"
2219590,1,"元","もと",A-remove,false,,kanji,"",1,"former; ex-; past | earlier times; the past; previous state"
2219600,3,"基","もとい",A-remove,false,,kanji,"",1,"basis; foundation; origin"
2219650,3,"柵","き",A-remove,false,,kanji,"arch",1,"fortress (surrounded by a wall, moat, etc.)"
2220160,4,"亜","あ",B-review,false,,kana-expr,"abbr/obs",0,"sub-; second-rate; inferior | -ous (indicating a low oxidation state); -ite"
2220370,5,"年","とせ",A-remove,false,,kanji,"poet",1,"counter for years"
2220380,5,"二十歳","はたとせ",A-remove,false,,kanji,"arch",1,"twenty years"
2220800,1,"我","が",A-remove,false,,kanji,"",1,"obstinacy | atman; the self; the ego"
2220820,5,"薬","やく",A-remove,false,,kanji,"sl",1,"dope; narcotic; drug"
2221310,5,"顔","かんばせ",A-remove,false,,kanji,"dated",1,"countenance; visage; (facial) features | honor (honour); face; dignity"
2225030,5,"月立ち","つきたち",A-remove,false,,kanji,"arch",1,"first day of the month | first ten days of the lunar month"
2228290,2,"姓","かばね",A-remove,false,,kanji,"hist/arch",1,"hereditary title (used in ancient Japan to denote rank and political standing); kabane | clan"
2228350,1,"臣","やつこ",A-remove,false,,kanji,"arch/derog/hum",1,"slave | retainer; servant"
2229590,3,"薬師","くすし",A-remove,false,,kanji,"arch",1,"doctor"
2229780,3,"異","こと",A-remove,false,,kanji,"arch",1,"difference (from one another); different thing; other | unusual; extraordinary"
2229960,2,"琴","きん",A-remove,false,,kanji,"",1,"qin (7-stringed Chinese zither); guqin"
2231100,3,"止す","さす",A-remove,false,,kanji,"",1,"to stop in the midst of; to leave undone"
2233450,2,"ばつ","ばつ",B-review,false,,kana-reading,"",0,"one's circumstances or condition, esp. compared to that of another | coherence (e.g. of a conversation)"
2233680,4,"気","ぎ",A-remove,false,,kanji,"",1,"-like nature; -like disposition; -ish temperament"
2233690,4,"気","け",A-remove,false,,kanji,"",1,"sign; indication; trace | somehow; for some reason; seeming to be"
2233780,2,"跋","ばつ",B-review,false,,kana-reading,"",0,"epilogue; postscript; envoi"
2234070,1,"蔵","ぞう",A-remove,false,,kanji,"abbr",1,"possession; ownership | Tibet; Tibetan people"
2234080,3,"吝嗇","ケチ",B-review,false,,kana-expr,"",0,"stinginess; miserliness; penny-pinching | shabby; cheap; mangy"
2238220,3,"底","てい",A-remove,false,,kanji,"",1,"base (logarithmic, exponential, number system); radix | base (triangle, cone, cylinder, etc.)"
2238280,2,"冠","かぶり",A-remove,false,,kanji,"arch",1,"order; rank"
2240200,1,"甲","かん",A-remove,false,,kanji,"",1,"treble range (in Japanese music); high note"
2245830,5,"服","ぶく",A-remove,false,,kanji,"arch",1,"mourning clothes | mourning; period of mourning"
2246880,2,"貝","バイ",A-remove,false,,kanji,"uk/abbr",1,"Japanese Babylon (Babylonia japonica); Japanese ivory shell | spinning top (traditionally made from a Japanese Babylon s"
2247340,3,"格","きゃく",A-remove,false,,kanji,"hist",1,"amendment (to ritsuryō)"
2247650,5,"鍵","けん",A-remove,false,,kanji,"",1,"key (on a piano, organ, etc.)"
2247790,3,"尾","び",A-remove,false,,kanji,"",1,"Chinese ""Tail"" constellation (one of the 28 mansions) | counter for fish, shrimp, etc."
2248340,4,"喉","こん",A-remove,false,,kanji,"arch/fem",1,"fish | counter for fish"
2248490,1,"塵","じん",A-remove,false,,kanji,"",1,"defilement; impurity; affliction | object (perceived with the mind or the senses)"
2248500,3,"埃","あい",A-remove,false,,kanji,"abbr",1,"one ten-billionth | Egypt"
2248560,4,"火","か",A-remove,false,,kanji,"abbr",1,"Tuesday | fire (second of the five elements)"
2248570,5,"木","もく",A-remove,false,,kanji,"abbr",1,"Thursday | wood (first of the five elements)"
2248580,3,"土","ど",A-remove,false,,kanji,"abbr",1,"Saturday | earth; dirt; soil"
2249040,1,"杖","じょう",A-remove,false,,kanji,"hist",1,"public caning (60-100 strokes; second least severe of the five ritsuryō punishments)"
2249700,1,"長官","かみ",A-remove,false,,kanji,"arch/hist",1,"director (highest of the four administrative positions of the ritsuryō system); chief"
2251080,2,"官","つかさ",A-remove,false,,kanji,"",1,"office; official | chief; head"
2251090,3,"阜","つかさ",A-remove,false,,kanji,"arch",1,"mound; hill"
2251120,3,"職","しき",A-remove,false,,kanji,"hist",1,"agency (government department between a ministry and a bureau under the ritsuryō system)"
2251410,5,"摩多","また",B-review,false,,kana-expr,"",0,"vowel (in the Siddham script)"
2252550,5,"唖々","ああ",A-remove,false,,kana-expr,"arch/on-mim",0,"caw (of a crow, etc.)"
2252570,3,"丸","がん",A-remove,false,,kanji,"",1,"fishball; meatball | pill"
2252670,1,"頭","がしら",A-remove,false,,kanji,"",1,"top of ...; head of ... | the moment that ..."
2252690,3,"度","ど",A-remove,false,,kanji,"",1,"extreme; ultra; mega | damn; stupid; cursed"
2252700,1,"ド頭","どたま",A-remove,false,,kanji,"uk/derog",1,"head; dome; bean"
2252800,5,"姉","し",A-remove,false,,kanji,"hon",1,"honorific suffix used after the name of a woman of equal or higher status"
2253290,3,"方","がた",A-remove,false,,kanji,"hon",1,"Sirs; Mesdames | around (the time that, etc.); about"
2253330,5,"夏","か",A-remove,false,,kanji,"hist",1,"Xia dynasty (of China; ca. 2070-1600 BCE; possibly mythological); Hsia dynasty"
2253440,3,"羽","う",A-remove,false,,kanji,"",1,"fifth degree (of the Japanese and Chinese pentatonic scale)"
2253570,5,"食堂","じきどう",A-remove,false,,kanji,"",1,"dining hall (at a temple)"
2253720,3,"牢","ろう",A-remove,false,,kanji,"obs",1,"prison; jail; gaol | firm; solid; strong"
2254010,4,"形","けい",A-remove,false,,kanji,"abbr",1,"form | adjective; i-adjective (in Japanese)"
2254960,3,"辺","へ",A-remove,false,,kanji,"arch/poet",1,"surrounding area; vicinity | seashore; seaside; coast"
2254970,5,"兄","にい",A-remove,false,,kanji,"fam",1,"older brother; elder brother"
